id,audio_url,title,artist,album,duration,release_year,cover
Qt2wJ-vvwMU,https://www.youtube.com/watch?v=Qt2wJ-vvwMU,Falling Back,"MYRNE, Shallou",Falling Back,261,2022.0,https://i.ytimg.com/vi_webp/Qt2wJ-vvwMU/maxresdefault.webp
wTR_tymnbac,https://www.youtube.com/watch?v=wTR_tymnbac,Locked Away,"R. City, Adam Levine",What Dreams Are Made Of,227,2015.0,https://i.ytimg.com/vi_webp/wTR_tymnbac/maxresdefault.webp
Qwm6BSGrOq0,https://www.youtube.com/watch?v=Qwm6BSGrOq0,Abdul Hannan & Rovalio - Iraaday (Official Music Video),Abdul Hannan,,133,,https://i.ytimg.com/vi_webp/Qwm6BSGrOq0/maxresdefault.webp
rbCGmC1J1x8,https://www.youtube.com/watch?v=rbCGmC1J1x8,Jashan-E-Bahara [Slowed+Reverb]-Javed Ali,CDA Records,,325,,https://i.ytimg.com/vi_webp/rbCGmC1J1x8/maxresdefault.webp
LE7ghj99R7o,https://www.youtube.com/watch?v=LE7ghj99R7o,Mashup 2,Mitraz,Mashup 2,189,2021.0,https://i.ytimg.com/vi_webp/LE7ghj99R7o/maxresdefault.webp
-rObfAcJlpg,https://www.youtube.com/watch?v=-rObfAcJlpg,Mann,The Yellow Diary,Mann,191,2023.0,https://i.ytimg.com/vi_webp/-rObfAcJlpg/maxresdefault.webp
Ys6iPqfvmI0,https://www.youtube.com/watch?v=Ys6iPqfvmI0,Sajni,"Arijit Singh, Ram Sampath, Prashant Pandey",Laapataa Ladies,170,2024.0,https://i.ytimg.com/vi_webp/Ys6iPqfvmI0/maxresdefault.webp
rvHhW65JUSw,https://www.youtube.com/watch?v=rvHhW65JUSw,Breathless,Shayne Ward,Breathless,227,2007.0,https://i.ytimg.com/vi_webp/rvHhW65JUSw/maxresdefault.webp
I203G1sMGDg,https://www.youtube.com/watch?v=I203G1sMGDg,Bad Liar,Imagine Dragons,Origins,261,2018.0,https://i.ytimg.com/vi_webp/I203G1sMGDg/maxresdefault.webp
u5uSlUKBEDc,https://www.youtube.com/watch?v=u5uSlUKBEDc,TiK ToK,Ke$ha,TiK-Tok - Remixes,200,2009.0,https://i.ytimg.com/vi_webp/u5uSlUKBEDc/maxresdefault.webp
0agu9X1cPVY,https://www.youtube.com/watch?v=0agu9X1cPVY,She Doesn't Mind,Sean Paul,Dutty Classics Collection,230,2011.0,https://i.ytimg.com/vi_webp/0agu9X1cPVY/maxresdefault.webp
HNrh1pfwk6M,https://www.youtube.com/watch?v=HNrh1pfwk6M,Lady by the Sea,Stephen Sanchez,Lady by the Sea,183,2020.0,https://i.ytimg.com/vi_webp/HNrh1pfwk6M/maxresdefault.webp
45zJNqiANA4,https://www.youtube.com/watch?v=45zJNqiANA4,Wo Noor,AP Dhillon,Two Hearts Never Break The Same,199,2022.0,https://i.ytimg.com/vi_webp/45zJNqiANA4/maxresdefault.webp
lLM6pPrrAvQ,https://www.youtube.com/watch?v=lLM6pPrrAvQ,Akhiyaan Gulaab,"Mitraz, Mitraz, Mitraz",Teri Baaton Mein Aisa Uljha Jiya,171,2024.0,https://i.ytimg.com/vi_webp/lLM6pPrrAvQ/maxresdefault.webp
MMzGQzWxS_Q,https://www.youtube.com/watch?v=MMzGQzWxS_Q,Khoya,"Zariya, Aseem, Aseem, Donal Whelan",Khoya,178,2020.0,https://i.ytimg.com/vi_webp/MMzGQzWxS_Q/maxresdefault.webp
TN5Ye9pQhlM,https://www.youtube.com/watch?v=TN5Ye9pQhlM,Drag Me Down,One Direction,Made In The A.M.,192,2015.0,https://i.ytimg.com/vi_webp/TN5Ye9pQhlM/maxresdefault.webp
tUUoS_j3wWw,https://www.youtube.com/watch?v=tUUoS_j3wWw,Starving,"Hailee Steinfeld, Grey, Zedd",Starving,182,2015.0,https://i.ytimg.com/vi_webp/tUUoS_j3wWw/maxresdefault.webp
4FqGpT3yhUI,https://www.youtube.com/watch?v=4FqGpT3yhUI,Replay,Iyaz,Replay,182,2009.0,https://i.ytimg.com/vi_webp/4FqGpT3yhUI/maxresdefault.webp
LxbM5tiPzyI,https://www.youtube.com/watch?v=LxbM5tiPzyI,Tu Hi Das De,"Simar Panag, Mickey Singh",Tu Hi Das De,173,2019.0,https://i.ytimg.com/vi_webp/LxbM5tiPzyI/maxresdefault.webp
ueWWNDG13Ts,https://www.youtube.com/watch?v=ueWWNDG13Ts,Just A Dream,Nelly,5.0,238,2010.0,https://i.ytimg.com/vi_webp/ueWWNDG13Ts/maxresdefault.webp
1Gb6MIuWpW8,https://www.youtube.com/watch?v=1Gb6MIuWpW8,Red Lights,Tiësto,A Town Called Paradise,262,2014.0,https://i.ytimg.com/vi_webp/1Gb6MIuWpW8/maxresdefault.webp
KKbjgYD3wbQ,https://www.youtube.com/watch?v=KKbjgYD3wbQ,Meethi Boliyaan,"Amit Trivedi, Mili Nair",Kai Po Che (Original Motion Picture Soundtrack),291,2013.0,https://i.ytimg.com/vi_webp/KKbjgYD3wbQ/maxresdefault.webp
